,1,10,11,12,13,14,15,16,17,18,2,3,4,5,6,7,8,9
7.0,9037,8305,9998,9268,9268,10193,8630,10034,9795,9055,10118,8489,10016,9978,8546,8379,9812,10258
18.0,9651,8661,10551,9566,9566,10593,8864,10712,10382,9464,10681,8926,10304,10265,8937,8905,9767,10391
28.0,9569,9176,10823,9579,9579,10665,9161,10753,10295,9511,11113,9337,10534,10391,9236,9225,10167,10748
