,subjFloor,floorLv,unitNo,price,npsf,nfa
2.0/F低層A1,2.0,低層,A1,2894953,8201,353
3.0/F中層A1,3.0,中層,A1,2906602,8234,353
4.0/F高層A1,4.0,高層,A1,2917898,8266,353
2.0/F低層A2,2.0,低層,A2,2869608,8246,348
3.0/F中層A2,3.0,中層,A2,2881092,8279,348
4.0/F高層A2,4.0,高層,A2,2892228,8311,348
2.0/F低層B10,2.0,低層,B10,3304476,7812,423
3.0/F中層B10,3.0,中層,B10,3328175,7831,425
4.0/F高層B10,4.0,高層,B10,3574675,8411,425
2.0/F低層B12,2.0,低層,B12,3304476,7812,423
3.0/F中層B12,3.0,中層,B12,3317589,7843,423
4.0/F高層B12,4.0,高層,B12,3330702,7874,423
2.0/F低層B13,2.0,低層,B13,,,
3.0/F中層B13,3.0,中層,B13,,,
4.0/F高層B13,4.0,高層,B13,,,
2.0/F低層B13C15,2.0,低層,B13C15,6050304,7488,808
3.0/F中層B13C15,3.0,中層,B13C15,6074544,7518,808
4.0/F高層B13C15,4.0,高層,B13C15,6098784,7548,808
2.0/F低層B3,2.0,低層,B3,3346715,7765,431
3.0/F中層B3,3.0,中層,B3,3360076,7796,431
4.0/F高層B3,4.0,高層,B3,3373437,7827,431
2.0/F低層B4,2.0,低層,B4,3574160,8312,430
3.0/F中層B4,3.0,中層,B4,3354860,7802,430
4.0/F高層B4,4.0,高層,B4,3368190,7833,430
2.0/F低層B5,2.0,低層,B5,3346715,7765,431
3.0/F中層B5,3.0,中層,B5,3360076,7796,431
4.0/F高層B5,4.0,高層,B5,3373437,7827,431
2.0/F低層B7,2.0,低層,B7,3257067,7557,431
3.0/F中層B7,3.0,中層,B7,3284220,7620,431
4.0/F高層B7,4.0,高層,B7,3297581,7651,431
2.0/F低層B8,2.0,低層,B8,3304476,7812,423
3.0/F中層B8,3.0,中層,B8,3317589,7843,423
4.0/F高層B8,4.0,高層,B8,3330702,7874,423
2.0/F低層B9,2.0,低層,B9,3555319,8249,431
3.0/F中層B9,3.0,中層,B9,3540234,8214,431
4.0/F高層B9,4.0,高層,B9,3554026,8246,431
2.0/F低層C15,2.0,低層,C15,2898950,7835,370
3.0/F中層C15,3.0,中層,C15,2909310,7863,370
4.0/F高層C15,4.0,高層,C15,2920040,7892,370
2.0/F低層C16,2.0,低層,C16,3047784,8758,348
3.0/F中層C16,3.0,中層,C16,2881092,8279,348
4.0/F高層C16,4.0,高層,C16,2892228,8311,348
