,13,14,15,18,22,23,3,33,34,38,4,44,45,49,5,50,51,52,7,9
7.0,8696,8696,8696,8645,8696,8696,8696,8645,8645,8667,8609,8696,8543,7977,8543,8822,8629,8748,8543,8785
12.0,8856,8856,8856,8805,8856,8856,8856,8805,8805,8832,8769,8856,8700,8169,8700,8996,8791,8908,8700,8956
17.0,9006,9006,9006,8954,9006,9006,9006,8954,8954,8989,8906,9006,8847,8343,8847,9169,8944,9058,8847,9117
