,A,B,C,D,E,F,G,H
5.0,3826225,3833940,4010160,4120550,3893325,3891030,3883770,3826225
10.0,3855505,4051740,4027320,4181550,3877770,3937230,3939210,3855505
15.0,4033015,4093650,4045140,4241635,4003125,3987390,3931290,3917115
