,A,B,C,D,E,F,G,H,J,K
7.0,9513,9533,9578,9263,9616,9648,9730,10004,9502,9437
18.0,10211,10146,10028,9594,10218,10309,10295,10401,9947,9746
29.0,10234,10421,10216,9810,10399,10747,10513,10884,10321,10059
