,A,B,C,D,E,F,G,H
7.0,6287640,5631144,5819874,5696220,5696220,5724111,5724111,5688718
15.0,6489594,5821971,6079203,5888735,5888735,5917734,5917734,5880956
23.0,6031554,5973654,6170073,6038855,6038855,6069417,6069417,6031554
