,A,B,C,D,E,F,G
4.0,18582168,18138604,15092160,15155160,11748588,7891807,11793639
7.0,18845013,18394024,15834810,15339712,11975340,7960624,11935275
10.0,19068918,18613496,13515579,14697972,11915109,8073737,12076911
