,subjFloor,floorLv,unitNo,price,npsf,nfa
9.0/F低層A,9.0,低層,A,5642178,10977,514
18.0/F中層A,18.0,中層,A,5933102,11543,514
28.0/F高層A,28.0,高層,A,5881680,10892,540
9.0/F低層B,9.0,低層,B,5512704,10767,512
18.0/F中層B,18.0,中層,B,5699072,11131,512
28.0/F高層B,28.0,高層,B,5957274,11073,538
9.0/F低層C,9.0,低層,C,5743104,11217,512
18.0/F中層C,18.0,中層,C,5788672,11306,512
28.0/F高層C,28.0,高層,C,6049272,11244,538
9.0/F低層D,9.0,低層,D,5391346,10489,514
18.0/F中層D,18.0,中層,D,5440176,10584,514
28.0/F高層D,28.0,高層,D,5999940,11111,540
9.0/F低層E,9.0,低層,E,5619048,10932,514
18.0/F中層E,18.0,中層,E,5749604,11186,514
28.0/F高層E,28.0,高層,E,6267240,11606,540
9.0/F低層F,9.0,低層,F,5619200,10975,512
18.0/F中層F,18.0,中層,F,5621248,10979,512
28.0/F高層F,28.0,高層,F,6042816,11232,538
9.0/F低層G,9.0,低層,G,5526016,10793,512
18.0/F中層G,18.0,中層,G,5446656,10638,512
28.0/F高層G,28.0,高層,G,6129434,11393,538
9.0/F低層H,9.0,低層,H,5760398,11207,514
18.0/F中層H,18.0,中層,H,5398542,10503,514
28.0/F高層H,28.0,高層,H,6154920,11398,540
