,A,B,C,D,E,F,G,H,J,K
7.0,6798,6636,6844,6844,6874,6966,6669,6604,6958,6766
16.0,6977,6812,7474,7473,7508,7606,6846,6780,7144,6945
25.0,7240,7069,7679,7678,7721,7814,7033,6965,7338,7134
