,A,B,C,D,E,F,G
6.0,6231426,6252555,6301485,6220945,6220945,6252555,6252555
16.0,6483348,6510486,6573396,6477400,6477400,6510486,6510486
24.0,6683220,6713196,6766320,6678950,6678950,6713196,6713196
