,subjFloor,floorLv,unitNo,price,npsf,nfa
9.0/F低層A,9.0,低層,A,4598700,15329,300
18.0/F中層A,18.0,中層,A,4483200,14944,300
27.0/F高層A,27.0,高層,A,4991100,16637,300
9.0/F低層B,9.0,低層,B,6442520,12110,532
18.0/F中層B,18.0,中層,B,6912276,12993,532
27.0/F高層B,27.0,高層,B,6985160,13130,532
9.0/F低層C,9.0,低層,C,6441112,12017,536
18.0/F中層C,18.0,中層,C,7151312,13342,536
27.0/F高層C,27.0,高層,C,7081632,13212,536
9.0/F低層D,9.0,低層,D,3603992,12964,278
18.0/F中層D,18.0,中層,D,4177784,15028,278
27.0/F高層D,27.0,高層,D,4291486,15437,278
9.0/F低層E,9.0,低層,E,5320264,12344,431
18.0/F中層E,18.0,中層,E,5828844,13524,431
27.0/F高層E,27.0,高層,E,6135285,14235,431
9.0/F低層F,9.0,低層,F,6238320,12232,510
18.0/F中層F,18.0,中層,F,6648870,13037,510
27.0/F高層F,27.0,高層,F,7078800,13880,510
9.0/F低層G,9.0,低層,G,3580500,13020,275
18.0/F中層G,18.0,中層,G,4042225,14699,275
27.0/F高層G,27.0,高層,G,4128850,15014,275
9.0/F低層H,9.0,低層,H,3286470,12990,253
18.0/F中層H,18.0,中層,H,3894682,15394,253
27.0/F高層H,27.0,高層,H,4050277,16009,253
