,1,10,2,3,4,5,6,7,8,9
8.0,9352,9928,9329,10438,7095,10001,9327,9329,8931,9063
18.0,9731,10316,9702,10879,7536,10391,9710,9702,9410,7434
29.0,10074,10748,10116,11378,7729,10833,10062,10116,10833,7767
