,A,B,C,D,E,F,G,H
3.0,4575975,5428994,4757623,5304930,4850000,5008560,4789181,4801500
7.0,5354400,5617324,4905742,5433455,5273890,5654990,5518330,5183680
10.0,5471770,5721160,5014159,5582350,5411145,5840775,5792929,5285530
