,A,B,C,D,E,F,G,H,J,K
6.0,9461,10107,9384,9555,9962,9744,9564,9557,9571,9381
16.0,9758,10408,9652,9665,10074,9966,9658,9727,9644,9692
25.0,10188,10874,10327,9940,10571,10406,10245,10312,10109,10167
