,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
8.0/F低層A,8.0,低層,A,4555200,10950,416,362,4,NTM
16.0/F中層A,16.0,中層,A,4763616,11451,416,357,4,NTM
25.0/F高層A,25.0,高層,A,4684992,11262,416,350,4,NTM
8.0/F低層B,8.0,低層,B,4388582,10499,418,339,3,NTM
16.0/F中層B,16.0,中層,B,4553274,10893,418,395,3,NTM
25.0/F高層B,25.0,高層,B,4700828,11246,418,356,3,NTM
8.0/F低層C,8.0,低層,C,4529448,10836,418,321,3,NTM
16.0/F中層C,16.0,中層,C,4751406,11367,418,406,4,NTM
25.0/F高層C,25.0,高層,C,4857160,11620,418,396,4,NTM
8.0/F低層D,8.0,低層,D,5419011,10167,533,352,4,NTM
16.0/F中層D,16.0,中層,D,5676983,10651,533,363,4,NTM
25.0/F高層D,25.0,高層,D,5846477,10969,533,367,4,NTM
8.0/F低層E,8.0,低層,E,5344391,10027,533,359,4,NTM
16.0/F中層E,16.0,中層,E,5558657,10429,533,358,4,NTM
25.0/F高層E,25.0,高層,E,5696704,10688,533,358,4,NTM
8.0/F低層F,8.0,低層,F,4548369,11013,413,397,4,NTM
16.0/F中層F,16.0,中層,F,4684246,11342,413,333,3,NTM
25.0/F高層F,25.0,高層,F,4854815,11755,413,353,3,NTM
8.0/F低層G,8.0,低層,G,4325762,10474,413,356,3,NTM
16.0/F中層G,16.0,中層,G,4580996,11092,413,354,3,NTM
25.0/F高層G,25.0,高層,G,4660292,11284,413,380,3,NTM
8.0/F低層H,8.0,低層,H,4467008,10738,416,343,4,NTM
16.0/F中層H,16.0,中層,H,4676672,11242,416,362,4,NTM
25.0/F高層H,25.0,高層,H,4758208,11438,416,372,4,NTM
