,1,10,11,12,13,14,15,16,17,18,2,3,4,5,6,7,8,9
7.0,9250,9819,9703,8702,8765,9573,9695,8443,10419,9243,9860,8587,9389,9546,8751,9243,9854,8587
18.0,9663,9944,10218,9022,9119,9752,10144,8873,10509,9612,10166,8892,9885,10051,9125,9661,10427,8892
28.0,9647,10312,10454,8952,9347,10564,10569,9013,10934,9644,10814,9012,9894,10712,9506,9644,10881,9012
