,A,B,C,D,E,F,G,H
6.0,2917705,3188750,3367500,3150750,3346944,3218955,3250320,3223955
15.0,3043390,3308250,3504000,3205750,3308544,3120960,3358080,3344985
24.0,3263400,3132250,3465000,3372750,3466752,3451890,3352080,3466015
