,A,B,C,D,E,F,G,H
3.0,5159936,6614400,6267360,5403744,6090970,6701371,6029859,5919540
8.0,5268480,6745700,6393420,5509710,6212910,6126723,6150573,6014580
13.0,5589504,6877000,6526740,5608368,5597787,6255228,5752996,6163740
