,A,B,C,D,E,F,G
4.0,5392608,4405087,5598423,6258546,7843154,8034774,8109144
10.0,5871920,4611239,5849037,6443388,13562016,8558781,8566704
16.0,6347520,4738672,6402132,6601581,15013440,9152066,8970390
