,A,B,C,D,E,F,G,H,J,K
5.0,4078880,3606768,3606768,4063488,3279048,4223328,4223328,4149920,4223328,3279048
14.0,4237536,3744708,3744708,4232208,3404469,4384944,4384944,4306800,4384944,3404469
23.0,4393824,3882648,3882648,4401520,3529890,4546560,4546560,4462496,4546560,3529890
