,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
7.0,3820938,4328450,4366215,3866064,4038738,4328450,4394020,4022460,4372440,4218890,3991442,4085565,4284460,4333015,3836430,4055799
19.0,4153446,4566660,4624345,3692988,4120413,4566660,4542175,3740958,4630570,4527650,4084054,4213341,4410205,4584920,4021758,4307721
31.0,4052532,4443405,4486150,3951896,4039101,4443405,4409790,3916809,4491960,4443820,4181060,4408998,4533045,4452535,4174794,4444572
