,A,B,C,D,E,F,G,H
7.0,11481,12005,11105,11786,12417,11640,11589,11870
19.0,12463,12363,12188,13652,13034,12467,12475,11848
31.0,13214,12651,12322,13564,12906,12855,12772,12279
