,1,12,13,16,18,19,2,20,21,22,23,3,5,6,7,8,9
8.0,381,531,446,485,443,443,443,489,489,443,443,443,489,443,443,485,485
18.0,381,531,446,485,443,443,443,489,489,443,443,443,489,443,443,485,485
29.0,381,531,446,485,443,443,443,489,489,443,443,443,489,443,443,485,485
