,1,10,2,3,4,5,6,7,8,9
7.0,5093476,3720077,4717310,3646694,5467665,3759375,4843068,4481860,3951053,5467665
18.0,5261338,3878472,4930600,3826743,5714700,3957068,4993202,4716202,4112255,5714700
29.0,5376016,4157969,5228098,4019624,6093960,4197668,5368814,5356072,4271051,6093960
