,A,B,C,D,E,F,G,H,J,K
10.0,12967,13335,12990,13697,13158,13260,13534,13082,13342,12827
19.0,13143,13808,13490,13772,13553,13216,13712,13534,13137,13804
28.0,13211,14274,13378,14379,13350,12914,14273,13379,13557,13063
