,1,2,3,4,5,6,7,8
5.0,4368546,4174716,4128852,4295382,4434612,4167072,4167072,4167072
10.0,4461366,4469556,4214574,4487028,4531800,4489212,4489212,4489212
16.0,4569474,4576572,4316130,4594590,4641000,4596774,4596774,4596774
