,subjFloor,floorLv,unitNo,price,npsf,nfa
8.0/F低層1,8.0,低層,1,4072005,12927,315
18.0/F中層1,18.0,中層,1,4555090,13165,346
29.0/F高層1,29.0,高層,1,4466070,14178,315
8.0/F低層2,8.0,低層,2,4135131,11781,351
18.0/F中層2,18.0,中層,2,4240431,12081,351
29.0/F高層2,29.0,高層,2,4419792,12592,351
8.0/F低層3,8.0,低層,3,4835194,11998,403
18.0/F中層3,18.0,中層,3,4931914,12238,403
29.0/F高層3,29.0,高層,3,5378841,13347,403
8.0/F低層4,8.0,低層,4,4203135,12183,345
18.0/F中層4,18.0,中層,4,4529505,13129,345
29.0/F高層4,29.0,高層,4,4752720,13776,345
8.0/F低層5,8.0,低層,5,4396335,12743,345
18.0/F中層5,18.0,中層,5,4552620,13196,345
29.0/F高層5,29.0,高層,5,4729260,13708,345
8.0/F低層6,8.0,低層,6,4668900,11820,395
18.0/F中層6,18.0,中層,6,4837170,12246,395
29.0/F高層6,29.0,高層,6,4926045,12471,395
8.0/F低層7,8.0,低層,7,4326832,12578,344
18.0/F中層7,18.0,中層,7,4497800,13075,344
29.0/F高層7,29.0,高層,7,4714176,13704,344
8.0/F低層8,8.0,低層,8,3955770,12558,315
18.0/F中層8,18.0,中層,8,4236750,13450,315
29.0/F高層8,29.0,高層,8,4431735,14069,315
