,1,2,3,4,5,6,7
4.0,6783348,5946528,5026260,6187122,6256509,5108988,5982786
7.0,6866184,6140736,5211510,6262005,6332766,5172144,6053963
10.0,6949787,6216000,5278200,6338949,6410397,5379894,6123181
