,A,B,C,D,E,F,G,H,J,K
6.0,7435,6725,7118,7135,6632,6725,7118,7118,7118,7075
16.0,7783,6962,7446,7463,6869,6962,7446,7446,7446,7431
27.0,8157,8337,7799,7819,7139,8337,7799,7799,7799,7780
