,13,14,15,18,22,23,3,33,34,38,4,44,45,49,5,50,51,52,7,9
7.0,349,349,349,355,349,349,349,355,355,349,349,349,366,349,366,349,355,355,366,349
12.0,349,349,349,355,349,349,349,355,355,349,349,349,366,349,366,349,355,355,366,349
17.0,349,349,349,355,349,349,349,355,355,349,349,349,366,349,366,349,355,355,366,349
