,subjFloor,floorLv,unitNo,price,npsf,nfa
5.0/F低層A,5.0,低層,A,3668000,10480,350
10.0/F中層A,10.0,中層,A,3677800,10508,350
14.0/F高層A,14.0,高層,A,3805200,10872,350
5.0/F低層B,5.0,低層,B,3712235,10457,355
10.0/F中層B,10.0,中層,B,3783235,10657,355
14.0/F高層B,14.0,高層,B,3860625,10875,355
5.0/F低層C,5.0,低層,C,3572105,10663,335
10.0/F中層C,10.0,中層,C,3763055,11233,335
14.0/F高層C,14.0,高層,C,3790525,11315,335
5.0/F低層D,5.0,低層,D,3766405,11243,335
10.0/F中層D,10.0,中層,D,3833070,11442,335
14.0/F高層D,14.0,高層,D,3895715,11629,335
5.0/F低層E,5.0,低層,E,3687385,10387,355
10.0/F中層E,10.0,中層,E,3765840,10608,355
14.0/F高層E,14.0,高層,E,3795660,10692,355
5.0/F低層F,5.0,低層,F,3649450,10427,350
10.0/F中層F,10.0,中層,F,3732400,10664,350
14.0/F高層F,14.0,高層,F,3795750,10845,350
