,subjFloor,floorLv,unitNo,price,npsf,nfa
7.0/F低層1,7.0,低層,1,4527642,9374,483
16.0/F中層1,16.0,中層,1,4709733,9751,483
24.0/F高層1,24.0,高層,1,4814061,9967,483
7.0/F低層2,7.0,低層,2,4419688,9464,467
16.0/F中層2,16.0,中層,2,4643381,9943,467
24.0/F高層2,24.0,高層,2,4759197,10191,467
7.0/F低層3,7.0,低層,3,4122084,9564,431
16.0/F中層3,16.0,中層,3,4413440,10240,431
24.0/F高層3,24.0,高層,3,4521621,10491,431
7.0/F低層4,7.0,低層,4,4200459,9397,447
16.0/F中層4,16.0,中層,4,4451226,9958,447
24.0/F高層4,24.0,高層,4,4604100,10300,447
7.0/F低層5,7.0,低層,5,4575459,9473,483
16.0/F中層5,16.0,中層,5,4757550,9850,483
24.0/F高層5,24.0,高層,5,4920321,10187,483
7.0/F低層6,7.0,低層,6,4491139,9617,467
16.0/F中層6,16.0,中層,6,4673269,10007,467
24.0/F高層6,24.0,高層,6,4835318,10354,467
7.0/F低層7,7.0,低層,7,4154840,9640,431
16.0/F中層7,16.0,中層,7,4368185,10135,431
24.0/F高層7,24.0,高層,7,4517742,10482,431
7.0/F低層8,7.0,低層,8,4254099,9517,447
16.0/F中層8,16.0,中層,8,4341264,9712,447
24.0/F高層8,24.0,高層,8,4578621,10243,447
