,10,14,16,17,19,2,20,21,22,25
10.0,4651,4651,,4582,4625,4602,4550,4546,4679,4543
20.0,4824,4824,,4765,4797,4709,4720,4718,4851,4714
30.0,4903,4903,,4742,4886,4874,4822,4809,4939,4764
