,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,3,4,5,6,7,8,9
9.0,460,405,405,460,460,400,400,460,470,405,405,400,460,460,400,400,460,400,460,460,405,380,470,470
16.0,460,405,405,460,460,400,400,460,470,405,405,400,460,460,400,400,460,400,460,460,405,380,470,470
22.0,460,405,405,460,460,400,400,460,470,405,405,400,460,460,400,400,460,400,460,460,405,380,470,470
