,1,10,11,12,13,14,15,16,17,18,19,2,20,3,4,5,6,7,8,9
10.0,12867,12997,12970,9768,9970,9941,10615,10346,9747,10547,10533,9742,13165,9981,9941,10615,10615,10706,9812,10486
21.0,13840,13988,13949,9913,10562,10522,10055,10471,10364,9941,10344,9804,14183,10510,10522,10177,10303,9876,9930,10286
32.0,14218,14293,14367,10299,10711,10828,10568,10818,10788,10494,10812,10394,14293,10767,10833,10360,10710,10196,10319,10778
