,A,B,C,D,E,F,G,H,J,K
7.0,5659622,6362862,5951639,6645873,7502495,6176794,6141828,5941208,6893238,7502568
14.0,5852584,6580904,6020635,6719219,7751380,5879215,6344910,6146504,7121884,7752000
21.0,6031226,6682258,6172940,6953765,7770035,6062422,6365854,6387108,7214262,7798968
