,1,10,11,12,13,14,15,16,17,18,19,2,20,3,4,5,6,7,8,9
7.0,213,213,213,426,601,601,539,539,433,433,426,426,213,601,597,535,539,429,433,426
18.0,212,212,213,424,601,601,539,539,429,429,424,426,212,597,597,535,535,429,433,426
29.0,211,211,211,421,594,594,535,530,429,429,421,421,211,594,594,535,535,429,426,421
