,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,2402,248,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,7,719,8,9,whole floor
6.0,4113405,4518208,3728268,4005991,3919844,4325140,4189446,3848130,4589699,4223648,4402816,4616040,4212084,4007680,4377408,3822840,3736876,4324964,3969315,4510400,4026240,4325104,4390436,4155300,4390436,4225343,3555888,3527044,3508806,3798038,3697790,3819880,3771740,3711710,3953384,4172780,4096064,4248256,3976560,4392608,4272840,4432640,4443375,4324964,4367968,4393806,3894945,4305664,4273140,4433616,4300384,3857742,4172816,4994528,4386242,4405280,4395264,4167908,4842541,4047120,4144784,3951528,3870559,3978195,4390436,4893504,4277856,4003681,4262016,4011392,3919844,4189022
15.0,4428216,5067316,4774160,4285788,4271180,4975020,4579564,4500133,4925220,4414784,4844350,5210408,4219720,4336916,4271180,4271180,4271180,4271180,4052160,5077276,4667256,4659620,5033452,4628080,4271180,4271180,3770712,3770712,3780924,3770712,3695916,4003380,3770712,3826188,4927876,4201792,4247276,4299068,4260224,4346876,5161936,4568652,4832924,4271180,4786496,5049388,4224700,4425696,4073640,4819976,4109677,4102659,4406304,5232652,4586580,4547488,4227024,4947464,4966388,4948460,4271180,4452784,4278152,4948128,4271180,4829272,4186852,4027160,4558048,4997596,4271180,4406310
24.0,4621440,4552716,5007224,4577948,4316996,4671240,4784043,4147319,4763204,4743904,4862550,4962404,4321312,4595876,4316996,4316996,4316996,4316996,4095000,4316996,4625756,4629740,5041420,4841888,4316996,4316996,3785064,3934932,3916164,3960048,3856548,3954528,3934932,3831156,4351856,4316996,4793748,4830600,4487976,4642688,4973028,4752248,5048392,4951448,4809376,4645012,4316996,4766432,4227024,4487644,4132645,4147319,4594216,5138364,4742620,4796352,4343556,4742288,5085576,4922896,4316996,4673232,4579940,4613140,4316996,4977012,4289440,4181540,4779456,4869444,4316996,4500076
