,A,AB,B,BC,BE,C,D,E,F,G,H,J
22.0,12591261,32147628,12076750,31131194,25060920,14066514,8884702,7990596,8683720,8340923,8340923,8894944
68.0,,,,,,,,,,,,
103.0,,,,,,,,,,,,
