,A,B,C,D,E,F,G,H,J,K
7.0,7057824,6937056,7065520,7196944,5486199,5927548,6880224,7104592,5922708,5259493
18.0,7506560,7353824,7453280,7530832,5816776,6396060,7481696,7550368,6376216,5661185
28.0,7939312,7811440,7931024,7964176,6105115,6613860,7864720,7974240,6689848,5953834
