,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,2402,248,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,7,719,8,9,whole floor
6.0,323,311,311,311,311,340,306,299,349,352,352,312,332,310,336,296,286,332,315,320,320,322,337,324,337,349,266,254,266,289,290,290,290,290,328,278,328,328,315,352,312,320,289,332,352,337,309,352,311,311,352,306,328,352,346,352,354,313,341,315,322,301,301,299,337,352,352,341,352,296,311,346
15.0,332,332,332,332,332,332,319,319,332,352,350,332,332,332,332,332,332,332,315,332,332,332,332,332,332,332,276,276,276,276,276,276,276,276,332,332,332,332,332,332,332,332,332,332,352,332,332,352,332,332,319,319,332,332,332,352,332,332,332,332,332,332,332,332,332,332,332,332,352,332,332,346
24.0,332,332,332,332,332,332,319,319,332,352,350,332,332,332,332,332,332,332,315,332,332,332,332,332,332,332,276,276,276,276,276,276,276,276,332,332,332,332,332,332,332,332,332,332,352,332,332,352,332,332,319,319,332,332,332,352,332,332,332,332,332,332,332,332,332,332,332,332,352,332,332,346
