,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
7.0/F低層A,7.0,低層,A,5328205,18185,293,298,3,HSKW
14.0/F中層A,14.0,中層,A,5949072,20304,293,370,4,HSKW
20.0/F高層A,20.0,高層,A,6130146,20922,293,343,4,HSKW
7.0/F低層B,7.0,低層,B,5498493,20141,273,347,4,HSKW
14.0/F中層B,14.0,中層,B,5701878,20886,273,323,4,HSKW
20.0/F高層B,20.0,高層,B,5850117,21429,273,363,5,HSKW
7.0/F低層C,7.0,低層,C,5451264,19968,273,338,3,HSKW
14.0/F中層C,14.0,中層,C,5690685,20845,273,396,4,HSKW
20.0/F高層C,20.0,高層,C,5865405,21485,273,366,4,HSKW
7.0/F低層D,7.0,低層,D,5743972,19604,293,372,3,HSKW
14.0/F中層D,14.0,中層,D,5914791,20187,293,357,3,HSKW
20.0/F高層D,20.0,高層,D,6094986,20802,293,336,3,HSKW
