,A,AB,B,BC,BE,C,D,E,F,G,H,J
22.0,25749,33911,25750,33619,32295,30646,26842,26028,29140,29683,29683,26792
68.0,,,,,,,,,,,,
103.0,,,,,,,,,,,,
