,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
7.0/F低層1,7.0,低層,1,5760524,8876,649,305,4,HSKW
19.0/F中層1,19.0,中層,1,6059130,9394,645,323,4,HSKW
32.0/F高層1,32.0,高層,1,6332800,9895,640,316,4,HSKW
7.0/F低層10,7.0,低層,10,5409156,8926,606,309,5,HSKW
19.0/F中層10,19.0,中層,10,5701365,9455,603,337,5,HSKW
32.0/F高層10,32.0,高層,10,6061356,10052,603,330,5,HSKW
7.0/F低層11,7.0,低層,11,5409156,8926,606,309,5,HSKW
19.0/F中層11,19.0,中層,11,5701365,9455,603,337,5,HSKW
32.0/F高層11,32.0,高層,11,6014684,10058,598,330,5,HSKW
7.0/F低層12,7.0,低層,12,4909632,8992,546,310,5,HSKW
19.0/F中層12,19.0,中層,12,5182780,9580,541,350,5,HSKW
32.0/F高層12,32.0,高層,12,5524151,10211,541,343,5,HSKW
7.0/F低層13,7.0,低層,13,4909632,8992,546,310,5,HSKW
19.0/F中層13,19.0,中層,13,5230134,9579,546,348,5,HSKW
32.0/F高層13,32.0,高層,13,5494056,10212,538,343,5,HSKW
7.0/F低層14,7.0,低層,14,3978354,9083,438,318,4,HSKW
19.0/F中層14,19.0,中層,14,4210800,9680,435,379,4,HSKW
32.0/F高層14,32.0,高層,14,4429157,10229,433,337,3,HSKW
7.0/F低層15,7.0,低層,15,4221444,9638,438,320,4,HSKW
19.0/F中層15,19.0,中層,15,4410030,10138,435,384,4,HSKW
32.0/F高層15,32.0,高層,15,4485880,10360,433,335,4,HSKW
7.0/F低層16,7.0,低層,16,4909632,8992,546,310,5,HSKW
19.0/F中層16,19.0,中層,16,5230134,9579,546,348,5,HSKW
32.0/F高層16,32.0,高層,16,5494056,10212,538,343,5,HSKW
7.0/F低層2,7.0,低層,2,5409156,8926,606,309,5,HSKW
19.0/F中層2,19.0,中層,2,5701365,9455,603,337,5,HSKW
32.0/F高層2,32.0,高層,2,6061356,10052,603,330,5,HSKW
7.0/F低層3,7.0,低層,3,5383584,8928,603,309,5,HSKW
19.0/F中層3,19.0,中層,3,5701365,9455,603,337,5,HSKW
32.0/F高層3,32.0,高層,3,6061356,10052,603,330,5,HSKW
7.0/F低層4,7.0,低層,4,4909632,8992,546,310,5,HSKW
19.0/F中層4,19.0,中層,4,5230134,9579,546,348,5,HSKW
32.0/F高層4,32.0,高層,4,5494056,10212,538,343,5,HSKW
7.0/F低層5,7.0,低層,5,4909632,8992,546,310,5,HSKW
19.0/F中層5,19.0,中層,5,5258871,9579,549,348,5,HSKW
32.0/F高層5,32.0,高層,5,5524151,10211,541,343,5,HSKW
7.0/F低層6,7.0,低層,6,3954264,9028,438,301,5,HSKW
19.0/F中層6,19.0,中層,6,4184265,9619,435,353,5,HSKW
32.0/F高層6,32.0,高層,6,4468127,10319,433,305,4,HSKW
7.0/F低層7,7.0,低層,7,3954264,9028,438,301,5,HSKW
19.0/F中層7,19.0,中層,7,4184265,9619,435,353,5,HSKW
32.0/F高層7,32.0,高層,7,4468127,10319,433,305,4,HSKW
7.0/F低層8,7.0,低層,8,4899804,8974,546,344,5,HSKW
19.0/F中層8,19.0,中層,8,5111368,9448,541,328,4,HSKW
32.0/F高層8,32.0,高層,8,5433800,10100,538,331,4,HSKW
7.0/F低層9,7.0,低層,9,5858523,9027,649,341,4,HSKW
19.0/F中層9,19.0,中層,9,4184265,9619,435,353,5,HSKW
32.0/F高層9,32.0,高層,9,6435200,10055,640,354,5,HSKW
