,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
7.0/F低層A,7.0,低層,A,6058764,17019,356,331,4,HSKW
14.0/F中層A,14.0,中層,A,6285180,17655,356,333,3,HSKW
21.0/F高層A,21.0,高層,A,6468520,18170,356,333,4,HSKW
7.0/F低層B,7.0,低層,B,6329576,16924,374,339,4,HSKW
14.0/F中層B,14.0,中層,B,6561830,17545,374,348,4,HSKW
21.0/F高層B,21.0,高層,B,6720780,17970,374,342,4,HSKW
7.0/F低層C,7.0,低層,C,6025656,16926,356,371,4,HSKW
14.0/F中層C,14.0,中層,C,6369908,17893,356,321,3,HSKW
21.0/F高層C,21.0,高層,C,6563216,18436,356,352,3,HSKW
7.0/F低層D,7.0,低層,D,7833248,16882,464,324,5,HSKW
14.0/F中層D,14.0,中層,D,8159904,17586,464,349,5,HSKW
21.0/F高層D,21.0,高層,D,8348752,17993,464,357,5,HSKW
7.0/F低層E,7.0,低層,E,7683840,16560,464,350,4,HSKW
14.0/F中層E,14.0,中層,E,8033696,17314,464,316,4,HSKW
21.0/F高層E,21.0,高層,E,8173824,17616,464,311,4,HSKW
7.0/F低層F,7.0,低層,F,6005092,16774,358,306,4,HSKW
14.0/F中層F,14.0,中層,F,6325502,17669,358,321,4,HSKW
21.0/F高層F,21.0,高層,F,6469418,18071,358,327,4,HSKW
7.0/F低層G,7.0,低層,G,6363984,17016,374,365,4,HSKW
14.0/F中層G,14.0,中層,G,6593620,17630,374,398,4,HSKW
21.0/F高層G,21.0,高層,G,6750326,18049,374,335,3,HSKW
7.0/F低層H,7.0,低層,H,5978958,16701,358,385,4,HSKW
14.0/F中層H,14.0,中層,H,6230990,17405,358,322,3,HSKW
21.0/F高層H,21.0,高層,H,6346266,17727,358,389,4,HSKW
7.0/F低層J,7.0,低層,J,7813296,16839,464,357,5,HSKW
14.0/F中層J,14.0,中層,J,8126032,17513,464,325,4,HSKW
21.0/F高層J,21.0,高層,J,8327872,17948,464,330,4,HSKW
7.0/F低層K,7.0,低層,K,7833248,16882,464,324,5,HSKW
14.0/F中層K,14.0,中層,K,8159904,17586,464,349,5,HSKW
21.0/F高層K,21.0,高層,K,8348752,17993,464,357,5,HSKW
