,1,2,3,4,5,6,7
5.0,5180614,5173020,5845430,6231240,6168246,5185510,5248672
12.0,4911844,5366160,6095705,6068732,6149325,5432720,5436574
19.0,5120502,5630640,6697430,6251360,6397083,5616800,5579574
