,A,B,C,D,E,F,G,H,J,K
4.0,9717,10602,9849,11707,10092,10206,9300,11960,10205,10327
9.0,9939,10829,10046,12002,10303,10421,9555,9553,10420,10535
14.0,10646,10093,10647,10653,10537,10655,11781,9466,10654,10767
