,A,B,C,D,E,F,G,H,J,K
7.0,6062680,6334438,6032064,7368320,7372960,6008314,6373708,5982538,7481536,7493136
14.0,6284824,6561456,6372400,7625840,7642544,6328366,6597734,6230274,7741840,7723280
21.0,6465316,6716666,6560368,7891712,7902384,6468702,6749204,6342686,8009568,7990544
