,A,B,C,D,E,F,G,H,I,J
4.0,12831,12824,12827,12827,12834,,12804,13327,12787,12132
6.0,12956,12949,12953,12989,12959,,12929,12912,12912,12218
9.0,13144,13136,13140,13140,13147,,13116,13099,13099,12428
