,A,B,C,D,E,F,G,H,J,K
7.0,17030,16937,16944,15880,15890,16783,17042,16711,16124,16149
14.0,17654,17544,17900,16435,16471,17677,17641,17403,16685,16645
21.0,18161,17959,18428,17008,17031,18069,18046,17717,17262,17221
