,1,2,3,4,5,6,7,8
9.0,16631,17330,17106,16721,17062,17073,16477,16745
16.0,17122,17828,17381,17139,17576,17308,16961,17225
22.0,17194,17961,17848,17260,17665,17774,17431,17379
