,A,B,C,D,E,F,G,H,J,K
7.0,6075260,6068524,5849362,7175616,6477746,5910632,6032620,5775140,7224480,7264384
14.0,6286838,6223360,6057002,7367136,6710572,6120296,6243930,5979975,7483856,7707968
21.0,6493762,6427190,6093876,7614744,6931276,6153056,6250288,5992045,7736272,7866192
