,A,B,C,D,E,F,G,H,J,K
5.0,4348840,4378130,4401910,4068120,4337356,4171360,4401620,4378130,4333180,4378130
12.0,4504570,4541690,4522550,4548650,4475522,4243860,4475860,4495000,4488910,4495000
19.0,4588960,4623180,4145840,4635070,4514442,4351740,4578520,4649860,4648410,4649860
