,A,B,C,D,E,F,G,H,J,K
5.0,14996,15097,15179,14028,15602,14384,15178,15097,14942,15097
12.0,15533,15661,15595,15685,16099,14634,15434,15500,15479,15500
19.0,15824,15942,14296,15983,16239,15006,15788,16034,16029,16034
