,subjFloor,floorLv,unitNo,price,npsf,nfa
5.0/F低層1,5.0,低層,1,5296560,18264,290
13.0/F中層1,13.0,中層,1,5280610,18209,290
21.0/F高層1,21.0,高層,1,5514930,19017,290
5.0/F低層2,5.0,低層,2,5404500,18015,300
13.0/F中層2,13.0,中層,2,5371500,17905,300
21.0/F高層2,21.0,高層,2,5797800,19326,300
5.0/F低層3,5.0,低層,3,4898720,18010,272
13.0/F中層3,13.0,中層,3,5206896,19143,272
21.0/F高層3,21.0,高層,3,5349968,19669,272
5.0/F低層4,5.0,低層,4,5169870,16677,310
13.0/F中層4,13.0,中層,4,5521720,17812,310
21.0/F高層4,21.0,高層,4,5669590,18289,310
5.0/F低層5,5.0,低層,5,5150334,17283,298
13.0/F中層5,13.0,中層,5,5330028,17886,298
21.0/F高層5,21.0,高層,5,5461148,18326,298
5.0/F低層6,5.0,低層,6,5120225,18619,275
13.0/F中層6,13.0,中層,6,5344900,19436,275
21.0/F高層6,21.0,高層,6,5377350,19554,275
