,1,10,11,12,13,14,15,16,17,18,19,2,20,3,4,5,6,7,8,9
7.0,2307003,2307003,2307003,4378002,6106761,6054474,5678904,5669202,4539139,4496272,4421028,4183746,2336823,6113973,6076863,5626595,5615841,4453449,4496272,4438494
18.0,2425704,2425704,2432673,4489312,6514840,6448129,5913908,5879412,4717713,4673526,4472352,4412934,3297660,6489987,6422526,5835245,5800470,4654650,4718834,4516026
29.0,2543394,3650089,2543394,4680257,6666462,6756156,6190485,5976280,4922346,4755036,4665943,4607003,3472427,6663492,6776352,6033195,6013400,4876443,4721358,4741302
