,A,B,C,D,E,F,G
12.0,6242825,5018960,5065400,7590330,6468075,5065400,5690448
16.0,7782600,5143832,5190960,7782600,6634675,5190960,5764752
19.0,7931520,5240840,5287968,7931520,6759200,5287968,5873456
