,subjFloor,floorLv,unitNo,price,npsf,nfa
5.0/F低層A,5.0,低層,A,13371030,15369,870
14.0/F中層A,14.0,中層,A,14114010,16223,870
22.0/F高層A,22.0,高層,A,17781090,16019,1110
5.0/F低層B,5.0,低層,B,12699900,14111,900
14.0/F中層B,14.0,中層,B,13451400,14946,900
22.0/F高層B,22.0,高層,B,14118300,15687,900
5.0/F低層C,5.0,低層,C,12273060,14271,860
14.0/F中層C,14.0,中層,C,13053940,15179,860
22.0/F高層C,22.0,高層,C,13698940,15929,860
5.0/F低層D,5.0,低層,D,16002480,15387,1040
14.0/F中層D,14.0,中層,D,17287920,16623,1040
22.0/F高層D,22.0,高層,D,17918160,17229,1040
5.0/F低層E,5.0,低層,E,12793520,13906,920
14.0/F中層E,14.0,中層,E,13558960,14738,920
22.0/F高層E,22.0,高層,E,14233320,15471,920
5.0/F低層F,5.0,低層,F,9230130,14651,630
14.0/F中層F,14.0,中層,F,9788940,15538,630
22.0/F高層F,22.0,高層,F,10286640,16328,630
