,A,B,C,D,E,F,G,H,J,K
10.0,25816,26177,29762,28461,27870,28009,28260,27038,27933,27955
20.0,27186,26337,33151,30343,30536,29386,28438,27401,29385,29714
29.0,30523,31212,30515,30733,31176,33984,30306,29751,32853,33623
