,A,B,C,D,E,F,G,H,J,K
9.0,27429,28452,24237,28209,28219,27755,28336,29259,28579,26715
18.0,29996,28542,29129,29836,28973,30259,30223,31522,31407,28693
27.0,31074,29401,30668,31412,30852,31819,31370,33457,32754,30067
