,A,B,C,D,E,F,G
15.0,19616268,12391579,16403355,17406090,10818740,8796380,12282130
28.0,22535100,14768298,19080553,19420778,10523420,8695740,14023527
43.0,24749628,15938555,20788938,21006773,12299480,10166120,15982806
