,subjFloor,floorLv,unitNo,price,npsf,nfa
7.0/F低層A,7.0,低層,A,5335365,17493,305
13.0/F中層A,13.0,中層,A,5556185,18217,305
19.0/F高層A,19.0,高層,A,5773345,18929,305
7.0/F低層A & C,7.0,低層,A & C,9584095,16963,565
13.0/F中層A & C,13.0,中層,A & C,9981855,17667,565
19.0/F高層A & C,19.0,高層,A & C,10379615,18371,565
7.0/F低層B,7.0,低層,B,5378065,17633,305
13.0/F中層B,13.0,中層,B,5598275,18355,305
19.0/F高層B,19.0,高層,B,4719505,20083,235
7.0/F低層C,7.0,低層,C,4479280,17228,260
13.0/F中層C,13.0,中層,C,4627740,17799,260
19.0/F高層C,19.0,高層,C,4768660,18341,260
7.0/F低層D,7.0,低層,D,4623580,17783,260
13.0/F中層D,13.0,中層,D,4833920,18592,260
19.0/F高層D,19.0,高層,D,5027880,19338,260
