,A,B,C,D,E,F,G,H
10.0,10081680,6806511,8379705,8369666,12290880,9946940,7951225,7987284
27.0,10474040,7132860,9538180,8998223,13159530,10647533,8093635,7889748
43.0,11020080,7398621,8511315,9073370,13465656,10924809,8239075,8385556
