,A,B,C,D,E,F,G,H,J,K
8.0,6243915,5462424,5615852,6243915,6235120,4795306,5284312,5191384,4747386,6294120
21.0,6735627,5687484,5863176,6735627,6726000,4969430,5683612,5634728,4925018,6631600
34.0,7103820,6072264,6085816,7103820,7093570,5364657,6057744,5532120,5300351,6924240
